"ID" "CITY" "STATE" "ZIP" "Q050" "Q051" "Q052" "Q053" "Q054" "Q055" "Q056" "Q057" "Q058" "Q059" "Q060" "Q061" "Q062" "Q063" "Q064" "Q065" "Q066" "Q067" "Q068" "Q069" "Q070" "Q071" "Q072" "Q073" "Q074" "Q075" "Q076" "Q077" "Q078" "Q079" "Q080" "Q081" "Q082" "Q083" "Q084" "Q085" "Q086" "Q087" "Q088" "Q089" "Q090" "Q091" "Q092" "Q093" "Q094" "Q095" "Q096" "Q097" "Q098" "Q099" "Q100" "Q101" "Q102" "Q103" "Q104" "Q105" "Q106" "Q107" "Q109" "Q110" "Q111" "Q115" "Q117" "Q118" "Q119" "Q120" "Q121" "lat" "long"
45465 "St.Francisville" "LA" "70775" 9 2 1 2 2 2 2 2 2 20 8 1 2 1 1 1 1 1 7 3 7 5 6 6 13 3 7 1 1 1 8 4 8 7 6 5 3 1 7 3 2 2 3 2 2 6 4 1 2 2 3 2 10 4 1 3 2 9 1 9 2 1 1 7 4 2 7 30.857355 -91.373082
45466 "Fargo" "ND" "58245" 9 2 1 2 2 2 2 2 2 20 8 1 2 1 1 1 1 1 7 3 7 5 6 6 13 3 7 1 1 1 8 4 8 7 6 5 3 1 7 3 2 2 3 2 2 6 4 1 2 2 3 2 10 4 1 3 2 9 1 9 2 1 1 7 4 2 7 NA NA
45467 "SanDiego" "CA" "92115" 9 2 1 2 2 2 2 2 2 20 8 1 2 1 1 1 1 1 7 3 7 5 6 6 13 3 7 1 1 1 8 4 8 7 6 5 3 1 7 3 2 2 3 2 2 6 4 1 2 2 3 2 10 4 1 3 2 9 1 9 2 1 1 7 4 2 7 32.7603 -117.070316
45468 "PITTSBURGH" "PA" "15116" 7 2 2 2 2 2 2 2 2 2 8 6 1 1 3 1 1 1 7 3 7 2 1 1 12 1 4 4 3 1 8 3 3 5 6 5 1 1 1 1 3 2 3 2 2 6 4 5 1 2 1 2 5 3 3 2 7 3 1 6 2 1 1 7 1 5 1 40.533806 -79.96303
45469 "Lexington" "KY" "40504" 1 2 1 2 2 2 1 2 2 20 8 4 2 1 1 1 5 1 7 6 7 5 5 6 4 6 7 1 2 1 8 1 2 7 3 6 3 1 4 3 3 2 3 2 4 1 1 1 1 6 3 2 1 4 1 2 3 2 1 8 1 4 4 8 2 2 1 38.039322 -84.542597
45471 "Clarkston" "MI" "48348" 4 2 3 1 2 2 1 2 3 20 8 4 2 1 1 1 1 1 3 3 2 2 1 6 4 1 1 1 2 1 8 1 2 5 2 5 2 2 1 3 1 2 3 2 1 1 4 1 2 6 4 2 1 3 1 2 1 9 1 6 2 1 1 7 3 2 3 42.768373 -83.378059
45472 "albuquerque" "NM" "87105" 4 2 3 1 2 2 1 2 3 20 8 4 2 1 1 1 1 1 3 3 2 2 1 6 4 1 1 1 2 1 8 1 2 5 2 5 2 2 1 3 1 2 3 2 1 1 4 1 2 6 4 2 1 3 1 2 1 9 1 6 2 1 1 7 3 2 3 35.031329 -106.686954
45473 "Davenport" "IA" "52807" 9 2 2 2 2 2 1 2 3 20 5 1 2 1 1 1 8 1 3 3 2 5 1 6 4 3 4 1 1 1 1 1 2 5 2 5 2 1 4 3 2 2 3 2 4 1 4 1 2 1 4 2 1 3 1 2 1 9 1 9 2 1 5 7 1 2 3 41.565433 -90.539241
45474 "Topeka" "KS" "66611" 7 2 2 2 2 2 2 2 3 20 8 6 2 1 1 2 2 1 3 3 2 2 5 11 1 1 4 1 3 9 8 1 2 7 6 5 2 2 1 1 1 1 3 2 1 1 5 6 1 3 4 2 3 3 1 1 1 3 2 8 2 1 1 6 2 1 3 39.0161 -95.697908
45475 "Racine" "WI" "53406" 7 2 2 2 2 2 2 2 3 20 8 6 2 1 1 2 2 1 3 3 2 2 5 11 1 1 4 1 3 9 8 1 2 7 6 5 2 2 1 1 1 1 3 2 1 1 5 6 1 3 4 2 3 3 1 1 1 3 2 8 2 1 1 6 2 1 3 42.730807 -87.858278
45477 "KansasCity" "MO" "64134" 7 2 2 2 2 2 2 2 3 20 8 6 2 1 1 2 2 1 3 3 2 2 5 11 1 1 4 1 3 9 8 1 2 7 6 5 2 2 1 1 1 1 3 2 1 1 5 6 1 3 4 2 3 3 1 1 1 3 2 8 2 1 1 6 2 1 3 38.928206 -94.498324
45478 "Lafayette" "IN" "47905" 4 2 1 2 1 1 1 1 3 20 5 7 2 1 1 1 1 1 3 3 6 3 5 6 4 1 4 1 3 1 8 1 17 7 2 2 3 1 4 1 2 1 3 2 4 6 4 1 3 3 4 2 3 4 1 3 1 10 2 8 2 1 1 6 3 1 4 40.41836 -86.818471
45479 "Youngsville" "OH" "44685" 4 2 1 2 1 1 1 1 3 20 5 7 2 1 1 1 1 1 3 3 6 3 5 6 4 1 4 1 3 1 8 1 17 7 2 2 3 1 4 1 2 1 3 2 4 6 4 1 3 3 4 2 3 4 1 3 1 10 2 8 2 1 1 6 3 1 4 40.961206 -81.42516
45480 "watts" "CA" "95411" 4 2 1 2 1 1 1 1 3 20 5 7 2 1 1 1 1 1 3 3 6 3 5 6 4 1 4 1 3 1 8 1 17 7 2 2 3 1 4 1 2 1 3 2 4 6 4 1 3 3 4 2 3 4 1 3 1 10 2 8 2 1 1 6 3 1 4 NA NA
45481 "LittleRock" "AR" "72205" 9 2 3 2 2 2 2 1 2 15 5 7 2 1 1 3 5 12 7 6 7 5 1 6 4 1 4 1 1 1 1 1 2 7 3 2 2 2 7 1 2 1 3 2 2 1 4 5 1 3 4 1 5 4 1 3 3 2 2 8 2 1 1 6 1 2 1 34.752391 -92.335501
45482 "cambridge" "MA" "02138" 9 2 3 2 2 2 2 1 2 15 5 7 2 1 1 3 5 12 7 6 7 5 1 6 4 1 4 1 1 1 1 1 2 7 3 2 2 2 7 1 2 1 3 2 2 1 4 5 1 3 4 1 5 4 1 3 3 2 2 8 2 1 1 6 1 2 1 42.379146 -71.128031
45483 "Alamosa" "CO" "81101" 4 1 1 2 2 2 2 3 2 20 8 7 2 1 1 3 7 1 3 6 2 5 5 6 4 3 7 1 1 1 8 1 2 7 7 5 3 3 7 1 1 2 3 2 4 6 4 1 3 7 4 2 1 4 1 2 1 9 1 8 1 4 1 6 1 2 2 37.471802 -105.83471
45484 "Crossville" "TN" "38555" 9 2 3 2 2 2 1 2 2 2 5 6 1 1 1 3 2 1 3 6 4 5 1 6 4 1 1 1 3 7 8 1 2 7 6 2 2 1 1 1 1 2 3 2 2 6 4 5 1 1 3 1 1 4 1 3 2 9 1 8 1 1 4 7 3 1 3 35.929314 -85.059268
45485 "Sarasota" "FL" "34237" 4 1 1 2 1 2 2 2 2 20 8 7 2 1 1 1 2 1 3 6 7 5 1 1 4 1 1 1 3 1 9 1 2 7 2 5 1 1 1 2 1 2 3 2 3 6 5 5 2 3 4 2 10 4 1 3 1 3 1 8 2 1 1 6 2 2 2 27.336973 -82.515068
45486 "Ukiah" "CA" "95482" 1 2 2 2 2 2 1 2 3 1 5 1 2 1 1 1 1 2 3 3 2 2 5 6 5 1 1 1 1 2 7 1 5 7 4 2 3 1 3 3 1 1 3 2 1 1 4 2 1 1 4 2 1 3 1 2 3 2 1 8 2 1 1 7 1 1 1 39.154946 -123.200884
45487 "Indianapolis" "IN" "46227" 4 2 3 2 1 2 1 2 3 20 8 7 2 1 1 3 2 1 3 3 6 2 1 6 4 1 4 1 3 1 8 1 7 5 4 1 3 1 1 1 3 2 3 2 4 1 1 5 1 3 3 2 9 3 1 3 1 4 2 8 2 1 5 8 3 2 1 39.678495 -86.129736
45488 "Odon" "IN" "47562" 4 2 1 2 1 1 1 2 2 20 8 7 2 1 1 1 1 1 3 3 6 2 5 6 13 1 7 1 2 7 8 1 5 7 6 4 3 1 4 1 1 2 3 2 3 6 6 1 2 6 3 3 10 4 1 2 1 9 2 8 3 4 5 7 1 2 2 38.837695 -86.985125
45489 "Seminole" "FL" "34642" 1 2 1 1 2 2 2 2 3 20 5 4 2 1 1 1 2 1 3 3 2 5 1 6 8 1 1 1 2 5 1 1 2 7 2 6 1 1 1 1 1 2 3 2 1 6 5 2 2 2 4 5 1 3 1 1 1 2 1 8 2 1 1 6 1 1 2 NA NA
45490 "InclineVillage" "NV" "89451" 1 2 1 1 2 2 2 2 3 20 5 4 2 1 1 1 2 1 3 3 2 5 1 6 8 1 1 1 2 5 1 1 2 7 2 6 1 1 1 1 1 2 3 2 1 6 5 2 2 2 4 5 1 3 1 1 1 2 1 8 2 1 1 6 1 1 2 39.245257 -119.952048
45491 "Phoenix" "AZ" "85020" 1 1 3 2 2 2 1 1 3 2 8 7 2 1 1 2 1 1 3 3 3 5 1 6 3 1 1 1 3 9 8 1 16 5 4 2 2 2 1 3 1 2 3 2 1 6 5 1 1 1 4 3 10 4 1 1 1 3 1 8 2 1 1 6 1 1 1 33.563663 -112.055194
45492 "Tulsa" "OK" "74036" 4 2 1 2 2 2 2 1 2 20 8 6 2 1 1 1 1 1 7 3 7 2 1 6 4 8 4 1 1 2 8 1 4 7 4 5 1 1 7 3 2 2 3 2 4 1 4 5 1 2 4 2 1 4 1 1 5 3 1 8 2 1 4 7 1 1 1 36.145085 -95.514432
45493 "TempleHills" "MD" "20746" 9 1 2 2 2 2 1 1 2 19 5 4 1 1 3 2 1 2 3 3 2 2 1 6 3 3 4 1 1 1 3 1 2 5 2 5 3 1 4 1 2 1 2 2 2 3 4 2 1 3 1 2 5 4 1 3 3 1 2 8 2 2 1 5 1 5 6 38.839663 -76.914789
45494 "Cambridge" "MA" "02140" 9 1 2 2 2 2 1 1 2 19 5 4 1 1 3 2 1 2 3 3 2 2 1 6 3 3 4 1 1 1 3 1 2 5 2 5 3 1 4 1 2 1 2 2 2 3 4 2 1 3 1 2 5 4 1 3 3 1 2 8 2 2 1 5 1 5 6 42.393327 -71.128379
45495 "Plano" "TX" "02138" 7 3 2 2 2 2 2 2 3 20 8 7 9 1 1 2 1 1 7 6 7 5 5 6 4 1 7 4 1 1 8 1 2 1 3 6 3 2 7 3 1 2 3 2 3 6 5 1 1 3 4 2 10 4 1 3 3 9 1 8 1 1 1 7 1 2 1 42.379146 -71.128031
45496 "ft.dodge" "IA" "50501" 7 2 2 2 2 2 2 2 3 1 9 1 2 1 1 1 1 1 3 3 6 3 5 6 5 1 1 4 1 1 8 1 12 7 4 2 2 1 2 2 1 1 3 2 1 6 3 2 1 1 4 2 1 4 1 2 3 3 1 8 2 1 1 7 1 1 1 42.499242 -94.182563
45497 "SantaRosaBeach" "FL" "32459" 4 1 1 1 3 3 1 2 3 20 5 7 2 1 1 3 8 1 3 3 6 3 1 6 4 1 4 1 2 1 8 1 2 7 2 1 2 1 6 1 1 2 3 2 3 6 4 1 3 3 1 3 9 4 1 3 3 3 1 8 2 1 1 6 1 2 1 30.361248 -86.187595
45498 "Miami" "FL" "33137" 9 2 2 1 1 1 1 1 2 20 2 7 2 1 1 3 5 1 2 1 6 3 5 1 4 3 4 1 1 1 8 1 12 7 2 2 2 1 2 1 1 2 3 2 2 6 4 5 1 1 3 3 3 4 1 5 5 3 1 8 3 1 4 6 1 1 1 25.817325 -80.190468
45499 "Burbank" "CA" "91505" 4 2 1 2 2 2 2 2 2 20 8 7 2 1 1 2 5 1 3 1 6 3 1 1 1 1 1 1 3 2 8 1 2 7 4 1 2 1 1 1 1 2 3 2 1 1 5 1 1 6 4 2 1 3 1 1 1 6 1 8 1 1 1 7 1 2 3 34.166906 -118.34366
45500 "trego" "WI" "54888" 4 2 1 2 2 2 2 2 2 20 8 7 2 1 1 2 5 1 3 1 6 3 1 1 1 1 1 1 3 2 8 1 2 7 4 1 2 1 1 1 1 2 3 2 1 1 5 1 1 6 4 2 1 3 1 1 1 6 1 8 1 1 1 7 1 2 3 45.967422 -91.879075
45501 "trego" "WI" "54888" 4 1 2 2 2 2 2 2 3 20 9 6 2 1 1 2 1 1 3 3 3 3 6 6 13 6 1 3 1 1 9 1 2 7 6 5 3 1 7 1 4 3 3 2 1 4 4 6 3 8 5 5 1 4 4 2 1 9 1 8 3 4 1 6 3 2 6 45.967422 -91.879075
45502 "Clevland" "OH" "44056" 4 1 2 2 2 2 2 2 3 20 9 6 2 1 1 2 1 1 3 3 3 3 6 6 13 6 1 3 1 1 9 1 2 7 6 5 3 1 7 1 4 3 3 2 1 4 4 6 3 8 5 5 1 4 4 2 1 9 1 8 3 4 1 6 3 2 6 41.321189 -81.501355
45503 "Whiting" "VT" "05778" 4 2 3 2 2 2 2 2 2 20 8 4 2 1 2 3 5 1 7 6 3 3 1 1 12 1 1 1 3 1 8 1 11 7 1 5 1 2 4 3 2 2 3 2 1 2 1 1 1 3 4 1 1 4 3 1 3 9 1 4 2 1 3 7 1 2 2 43.864419 -73.21148
45504 "Toledo" "OH" "43623" 1 2 3 2 2 2 2 2 3 3 8 4 2 1 1 1 1 2 3 6 2 5 5 1 4 3 4 4 3 5 1 1 2 7 6 5 2 2 7 1 2 2 3 2 3 6 5 2 1 2 4 2 1 3 1 2 1 3 1 8 2 1 1 4 1 1 1 41.707649 -83.643635
45505 "Carmel" "NY" "10512" 7 2 2 2 2 2 2 2 2 3 8 4 2 1 1 1 1 2 3 6 2 5 5 1 4 3 4 4 3 5 1 1 2 7 6 5 2 2 7 1 2 2 3 2 3 6 5 2 1 2 4 2 1 3 1 2 1 3 1 8 2 1 1 4 1 1 1 41.444833 -73.684506
45506 "Chicago" "IL" "60048" 4 1 1 2 2 2 1 2 3 20 8 4 2 1 1 1 1 1 3 3 3 3 1 7 4 8 4 1 2 1 8 1 4 7 6 4 3 2 4 1 1 2 3 2 3 5 5 1 3 6 4 2 1 4 6 3 1 5 1 8 5 1 1 7 3 2 6 42.290922 -87.951695
45507 "Vienna" "VA" "22182" 4 1 1 2 2 2 1 2 3 20 8 4 2 1 1 1 1 1 3 3 3 3 1 7 4 8 4 1 2 1 8 1 4 7 6 4 3 2 4 1 1 2 3 2 3 5 5 1 3 6 4 2 1 4 6 3 1 5 1 8 5 1 1 7 3 2 6 38.922478 -77.256609
45508 "Goodland" "IN" "47948" 4 1 1 2 2 2 1 2 2 20 8 6 2 1 1 1 5 1 3 3 2 2 1 6 4 1 4 1 2 1 8 1 2 5 6 5 3 1 4 3 2 1 1 2 4 5 4 1 2 6 4 2 1 4 1 2 1 9 1 8 2 4 1 7 1 2 2 40.773474 -87.286151
45509 "Hubbard" "OH" "44425" 9 2 2 2 2 2 1 2 3 20 8 6 2 1 1 3 5 1 3 3 2 5 1 6 1 6 1 1 2 1 8 1 14 5 2 5 3 2 1 3 1 2 1 2 1 5 5 5 1 1 1 2 1 4 1 2 3 3 1 8 2 1 1 8 1 1 1 41.166743 -80.577338
45510 "troy" "OH" "45373" 4 2 1 2 2 2 1 2 2 20 8 1 2 1 1 1 5 1 3 3 6 3 1 3 3 1 4 1 2 1 8 1 12 5 7 5 2 1 4 1 1 1 3 2 4 1 1 1 1 2 3 2 1 3 1 2 1 2 2 2 2 4 1 8 1 2 6 40.036525 -84.206292
45511 "Memphis" "TN" "38135" 9 2 3 2 2 2 2 2 2 13 8 4 2 1 1 1 1 1 7 2 7 5 3 6 4 1 4 1 3 1 8 1 2 7 2 4 1 1 4 1 2 2 3 2 2 1 1 1 3 2 4 2 1 4 1 3 2 3 1 8 2 1 4 4 1 2 3 35.232085 -89.852141
45512 "Cincinnati" "OH" "45230" 1 2 2 2 2 2 1 1 3 16 8 6 2 1 1 1 5 1 3 3 2 2 5 3 1 1 7 1 2 1 8 1 8 5 6 2 2 2 4 3 1 2 2 2 2 6 5 2 1 2 4 2 5 4 1 2 1 9 1 6 7 1 1 8 2 2 1 39.078368 -84.388654
45513 "Stafford" "VA" "22554" 4 2 2 2 3 3 1 3 2 20 5 4 2 1 1 2 2 1 3 3 2 2 1 1 4 3 1 1 3 9 1 1 8 7 4 2 3 2 1 3 1 3 3 2 1 1 1 1 1 8 1 2 1 4 1 1 1 2 1 8 1 5 4 1 2 2 7 38.460395 -77.43266
45514 "Cleveland" "OH" "44129" 4 2 2 2 2 2 1 2 3 3 3 4 2 1 1 3 1 1 3 3 2 2 1 3 3 1 4 1 3 9 8 1 2 7 4 2 1 1 7 1 1 2 3 2 4 6 3 1 1 3 4 2 5 3 1 2 3 2 1 8 2 1 3 8 3 2 1 41.397701 -81.735757
45515 "Boulder" "CO" "80301" 4 2 2 2 2 2 1 2 3 3 3 4 2 1 1 3 1 1 3 3 2 2 1 3 3 1 4 1 3 9 8 1 2 7 4 2 1 1 7 1 1 2 3 2 4 6 3 1 1 3 4 2 5 3 1 2 3 2 1 8 2 1 3 8 3 2 1 40.044385 -105.219282
45516 "Seattle" "WA" "98008" 7 2 3 2 2 2 2 2 3 20 8 4 2 1 1 2 1 1 7 6 7 5 1 6 3 3 1 1 1 2 8 1 14 5 2 2 3 2 4 3 1 2 3 2 1 1 3 2 1 3 4 2 7 4 1 2 3 9 1 8 2 1 1 7 1 1 2 47.609222 -122.115509
45517 "Berkeley" "CA" "94705" 4 2 2 2 2 2 2 2 4 20 9 4 1 1 1 3 2 1 3 3 2 2 5 6 3 1 1 1 3 9 8 3 2 5 4 2 2 1 4 4 1 2 3 2 1 6 5 5 1 1 2 2 10 3 1 5 1 3 1 8 2 1 1 7 1 1 1 37.856926 -122.250849
45518 "SaltLakeCity" "UT" "84103" 4 1 3 2 1 2 1 1 2 20 8 4 2 1 1 3 1 1 3 4 6 3 1 1 4 1 1 1 4 1 8 1 5 7 2 1 3 2 3 1 1 3 3 2 1 6 5 1 2 1 4 2 11 4 6 1 1 3 1 8 1 4 5 7 4 2 3 40.777746 -111.874919
45519 "Silsbee" "TX" "77656" 9 2 2 1 2 2 2 2 3 21 8 7 2 1 5 3 1 1 7 6 7 3 5 6 1 1 4 1 1 9 3 1 2 7 4 2 2 1 2 3 1 2 3 2 2 6 3 2 1 3 3 2 10 4 1 3 4 3 2 8 2 1 1 6 1 1 1 30.390569 -94.180565
45521 "pittsburgh" "PA" "15370" 9 2 2 1 2 2 2 2 3 21 8 7 2 1 5 3 1 1 7 6 7 3 5 6 1 1 4 1 1 9 3 1 2 7 4 2 2 1 2 3 1 2 3 2 2 6 3 2 1 3 3 2 10 4 1 3 4 3 2 8 2 1 1 6 1 1 1 39.892235 -80.17983
45522 "Seattle" "WA" "98155" 4 1 3 2 2 2 2 3 3 3 8 4 2 1 1 2 1 1 7 3 7 3 1 7 3 1 1 1 1 9 9 1 17 7 2 5 1 1 1 3 1 2 3 2 1 6 5 2 1 1 3 2 1 3 5 2 1 3 1 8 2 1 1 6 1 2 3 47.753019 -122.303738
45523 "Knoxville" "TN" "37922" 9 2 3 2 2 2 2 2 3 20 8 4 2 1 1 1 1 12 4 3 7 3 1 6 4 6 7 1 3 1 8 1 4 7 4 4 2 2 7 1 2 2 3 2 2 6 4 1 3 6 4 2 5 4 1 3 2 9 1 8 2 1 1 7 3 2 2 35.875925 -84.126087
45524 "Albuquerque" "NM" "87107" 7 2 3 2 2 2 2 1 2 2 9 4 2 1 4 2 8 1 4 3 7 3 6 1 14 1 1 4 1 1 8 1 17 7 2 6 3 1 1 1 3 2 3 2 2 6 5 2 1 1 1 2 3 4 1 10 1 3 1 8 2 1 1 8 4 2 2 35.134094 -106.640738
45525 "Arlington" "TX" "76015" 4 1 1 1 2 3 1 2 3 20 8 1 2 1 1 3 1 1 3 4 6 3 1 6 4 3 4 1 3 1 8 1 2 5 6 2 3 1 4 1 1 3 2 2 4 6 4 1 2 1 1 5 3 4 1 1 2 3 1 8 2 4 4 6 3 2 1 32.691393 -97.135467
45526 "KansasCity" "MO" "64112" 4 2 3 2 2 2 2 2 3 16 7 4 2 1 1 3 5 1 3 3 6 5 1 6 4 1 4 1 3 1 1 1 2 7 3 5 2 1 7 1 1 2 1 2 1 6 4 2 1 1 1 2 1 3 1 1 1 3 1 8 2 1 1 7 1 2 1 39.037605 -94.595377
45527 "Wauwatosa" "WI" "53213" 4 2 2 1 2 2 2 2 4 21 8 4 2 1 1 3 2 1 7 4 3 3 1 6 3 1 1 1 4 7 8 1 2 7 3 6 1 2 4 3 3 2 3 2 6 1 3 5 2 3 4 2 1 1 1 1 1 4 1 8 2 1 5 7 1 2 1 43.049012 -88.000128
45528 "detroit" "MI" "48071" 8 2 2 2 2 2 2 2 2 20 9 1 2 1 1 3 7 1 3 3 3 3 1 6 4 3 1 1 3 10 8 1 2 5 4 5 3 1 7 4 1 2 3 2 4 6 5 1 2 2 4 2 1 3 1 2 1 9 1 6 2 2 1 7 3 2 1 42.501385 -83.104745
45529 "lexington" "KY" "40509" 1 2 1 2 2 2 1 2 2 20 8 1 2 1 1 1 5 1 3 3 2 3 1 1 4 1 4 1 2 10 8 1 5 5 3 5 3 2 4 1 1 2 3 2 2 6 4 1 2 3 4 2 1 4 1 1 3 2 1 4 2 2 1 1 2 2 1 38.005199 -84.409545
45530 "Northfield" "MA" "01360" 4 2 2 2 2 2 2 2 1 20 8 6 2 1 2 1 2 1 2 3 7 3 5 1 12 1 4 1 1 1 8 1 8 1 1 5 2 2 7 4 1 2 3 2 1 1 5 5 1 7 4 2 1 3 1 1 3 9 1 8 1 4 1 7 1 2 6 42.682285 -72.456498
45531 "Saginaw" "MI" "48603" 4 1 1 2 2 2 1 2 3 15 9 1 2 1 1 3 2 1 7 4 3 3 1 6 1 1 1 1 2 1 8 1 2 5 6 6 3 1 7 1 1 2 3 2 1 6 1 2 1 1 1 2 11 3 1 2 1 3 1 8 5 1 1 7 1 1 1 43.441975 -84.011775
45532 "Fullerton" "CA" "92635" 1 1 1 2 2 1 3 1 3 20 8 1 2 1 1 1 1 1 7 2 7 2 1 1 4 3 1 1 1 2 1 1 12 7 2 5 1 1 7 3 2 2 3 2 1 4 4 1 1 1 1 2 10 3 1 2 1 3 1 8 3 1 1 7 1 2 2 NA NA
45533 "Pittsburgh" "PA" "15208" 1 2 3 2 2 2 2 2 2 3 8 2 1 1 1 1 1 1 3 3 2 2 1 6 12 1 1 1 3 2 8 1 2 7 4 1 1 1 2 1 2 3 3 2 1 1 4 5 1 4 1 2 1 4 1 2 3 3 1 8 2 2 3 6 1 2 2 40.455168 -79.897098
45534 "Springfield" "IL" "62704" 7 2 2 2 2 2 2 2 3 19 5 1 2 1 1 1 1 1 3 3 2 2 1 6 4 3 4 1 2 1 8 1 5 5 2 2 2 2 7 3 2 2 3 2 3 1 3 2 1 1 4 2 1 4 1 3 1 5 1 8 2 2 1 6 3 2 1 39.7778 -89.679827
45535 "Edgerton" "MO" "64444" 9 2 2 2 1 2 1 1 3 20 5 7 2 1 1 3 5 1 3 6 3 5 1 6 5 1 4 1 3 1 8 1 2 5 2 2 3 1 3 1 2 1 3 2 3 6 4 5 3 1 4 2 1 4 1 3 1 3 1 8 2 1 5 6 1 1 1 39.493351 -94.629894
45536 "Huntsville" "AL" "35801" 4 1 2 1 2 2 2 2 2 20 8 7 2 1 1 1 1 1 3 6 4 3 1 11 4 1 4 1 3 1 8 1 2 7 2 4 1 1 7 1 4 2 3 2 4 6 5 6 3 7 4 3 9 4 1 1 2 9 1 8 1 1 1 6 3 2 1 34.72879 -86.573166
45537 "Indidanapolis" "IN" "46112" 4 2 1 2 2 2 1 2 2 20 8 6 9 1 1 1 5 1 3 4 4 3 1 11 1 1 1 1 2 1 8 1 2 7 2 5 3 1 7 1 4 1 3 2 4 6 3 1 1 2 4 2 5 3 1 2 1 9 1 8 2 1 1 6 3 1 1 39.84952 -86.387396
45538 "Plattsburgh" "NY" "12901" 7 2 2 2 2 2 2 2 2 20 8 4 2 1 1 3 1 1 3 4 3 2 1 1 13 1 1 1 3 1 1 1 16 7 4 2 1 2 4 3 4 3 3 2 4 1 3 5 1 2 4 3 1 4 1 1 3 2 1 4 3 1 3 6 1 2 1 44.693271 -73.466176
45539 "Tampa" "FL" "33611" 7 2 2 2 2 2 2 2 2 20 8 4 2 1 1 3 1 1 3 4 3 2 1 1 13 1 1 1 3 1 1 1 16 7 4 2 1 2 4 3 4 3 3 2 4 1 3 5 1 2 4 3 1 4 1 1 3 2 1 4 3 1 3 6 1 2 1 27.891151 -82.505816
45540 "SanDiego" "CA" "92123" 7 2 2 2 2 2 2 2 2 20 8 4 2 1 1 3 1 1 3 4 3 2 1 1 13 1 1 1 3 1 1 1 16 7 4 2 1 2 4 3 4 3 3 2 4 1 3 5 1 2 4 3 1 4 1 1 3 2 1 4 3 1 3 6 1 2 1 32.803799 -117.135958
45541 "NorthBabylon" "NY" "11704" 4 1 1 2 2 2 2 2 3 20 8 4 2 1 4 1 1 1 7 4 3 2 1 1 13 1 4 4 2 7 1 1 2 7 4 6 2 2 4 3 1 2 3 1 1 1 7 2 1 2 4 3 10 4 1 1 1 2 1 8 5 1 1 7 1 2 2 40.719249 -73.358298
45542 "Dalton" "GA" "30720" 9 2 2 1 2 2 2 1 2 20 8 7 2 1 10 1 1 1 7 4 7 5 5 11 4 6 4 1 1 1 3 1 2 3 4 2 2 2 1 1 3 2 3 2 1 1 1 1 1 3 1 2 10 4 1 3 2 3 2 8 2 1 1 6 2 2 6 34.766095 -84.986507
45543 "sanfrancisco" "CA" "94132" 9 2 2 1 2 2 2 1 2 20 8 7 2 1 10 1 1 1 7 4 7 5 5 11 4 6 4 1 1 1 3 1 2 3 4 2 2 2 1 1 3 2 3 2 1 1 1 1 1 3 1 2 10 4 1 3 2 3 2 8 2 1 1 6 2 2 6 37.724231 -122.479589
45544 "Houston" "TX" "77005" 9 2 2 2 2 2 2 2 2 20 8 1 2 1 1 2 5 1 1 2 7 3 1 1 4 1 8 1 2 1 1 1 4 3 2 1 2 2 7 1 1 2 3 2 4 1 4 1 1 4 4 2 10 4 3 1 1 2 1 8 2 1 1 6 1 2 2 29.717529 -95.428216
45545 "OverlandPark" "KS" "66215" 4 1 3 2 2 2 1 2 3 20 8 7 2 1 1 3 7 1 3 4 4 3 1 6 4 1 4 1 1 1 8 1 2 5 4 6 3 1 7 1 2 3 3 2 3 6 5 1 2 7 3 2 10 4 1 2 1 9 1 8 2 1 6 7 3 2 6 38.961006 -94.741453
45546 "Chicago" "IL" "60655" 4 1 3 2 2 2 1 2 3 20 8 4 2 1 1 1 2 1 7 6 6 5 1 3 14 1 1 1 1 5 1 1 14 5 3 4 2 2 4 3 3 2 2 2 1 5 5 2 1 4 1 2 1 4 2 2 1 5 1 8 2 1 1 7 2 2 1 41.696283 -87.699123
45547 "RoundLake" "MN" "56187" 7 2 3 2 2 2 1 2 3 2 9 6 2 1 1 3 5 12 1 3 6 2 1 6 1 1 4 1 3 1 8 1 12 5 2 1 2 1 2 1 2 1 2 2 1 1 2 1 2 2 4 3 3 4 1 2 1 3 2 8 2 1 1 6 3 1 1 43.623255 -95.596045
45548 "KansasCity" "MO" "64114" 7 2 3 2 2 2 1 2 3 2 9 6 2 1 1 3 5 12 1 3 6 2 1 6 1 1 4 1 3 1 8 1 12 5 2 1 2 1 2 1 2 1 2 2 1 1 2 1 2 2 4 3 3 4 1 2 1 3 2 8 2 1 1 6 3 1 1 38.966056 -94.596412
45549 "cambridge" "MA" "02138" 7 2 3 2 2 2 1 2 3 2 9 6 2 1 1 3 5 12 1 3 6 2 1 6 1 1 4 1 3 1 8 1 12 5 2 1 2 1 2 1 2 1 2 2 1 1 2 1 2 2 4 3 3 4 1 2 1 3 2 8 2 1 1 6 3 1 1 42.379146 -71.128031
45550 "Pullman" "WA" "99163" 7 2 3 2 2 2 1 2 3 2 9 6 2 1 1 3 5 12 1 3 6 2 1 6 1 1 4 1 3 1 8 1 12 5 2 1 2 1 2 1 2 1 2 2 1 1 2 1 2 2 4 3 3 4 1 2 1 3 2 8 2 1 1 6 3 1 1 46.732705 -117.186481
